tile_index,type,area,brightness_sum,mean_brightness,max_pixel,perimeter,compactness,eccentricity,centroid_y,centroid_x,color,source_image
16,galaxy,363.0,92048.8671875,226.16429138183594,234.114501953125,95.11269783973694,0.5042425473713642,0.8983974302066909,1875.8930211202937,446.22773186409546,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
19,star,19.5,5190.65234375,185.3804473876953,254.97450256347656,17.071067690849304,0.8408588636677646,0.34538255505294385,2348.393162393162,2162.6068376068374,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
19,planet,38.0,5508.89501953125,108.01754760742188,110.14790344238281,26.485281229019165,0.6807447224320303,0.7460254207053963,1956.017543859649,1655.5964912280701,"(255, 0, 0)",hs-1995-45-a-full_tif.tif
19,star,10.0,1829.4647216796875,107.61557006835938,108.14810180664062,12.828427076339722,0.7635949446159828,0.799466811474638,1954.4,1645.1,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
19,star,15.0,2598.6845703125,108.27852630615234,110.02310180664062,16.82842707633972,0.6656011640749468,0.8122272936555263,1948.2888888888888,1641.2,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
19,comet,52.0,8120.697265625,114.37601470947266,153.30149841308594,40.14213538169861,0.40551998773944703,0.9283709464893022,1948.477564102564,1691.8653846153845,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
19,galaxy,512.5,65039.7578125,113.70587158203125,124.1592025756836,137.29646337032318,0.34165283832814203,0.9450513947661776,1923.8338211382113,1672.1879674796749,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
19,galaxy,2534.0,307184.875,114.45040130615234,146.76109313964844,327.8233745098114,0.29630340458333915,0.9594515027378923,1829.1127334911866,1650.0256511444356,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
20,comet,87.5,10948.9111328125,101.3788070678711,254.97450256347656,41.071067690849304,0.6518473901506151,0.4961836866914002,2328.2819047619046,2691.6095238095236,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
20,star,6.0,1214.032958984375,101.1694107055664,176.89450073242188,10.0,0.7539822368615503,0.0,2315.0,2658.5,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
20,comet,79.0,4684.54833984375,47.801513671875,59.90340042114258,41.79898953437805,0.5682054423358582,0.8442535619536291,2283.824894514768,2189.7827004219407,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
20,star,12.5,1015.5879516601562,48.361331939697266,53.96860122680664,15.41421353816986,0.6611151885230976,0.9261657578471217,2205.253333333333,2228.7066666666665,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
21,star,6.0,1596.960205078125,133.08001708984375,213.29550170898438,10.0,0.7539822368615503,0.0,2792.5,68.0,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
21,comet,136.0,12403.6083984375,74.27310180664062,94.39810180664062,64.97056245803833,0.40486992698593527,0.9334202414800218,2504.011029411765,541.8835784313725,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
21,star,8.5,1105.2962646484375,73.68641662597656,74.23480224609375,11.41421353816986,0.8198545354117053,0.5345224793362238,2487.5686274509803,543.4313725490196,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
21,star,19.5,4326.4189453125,149.18685913085938,254.97450256347656,17.41421353816986,0.8080472269221511,0.5211458880186635,2482.957264957265,173.44444444444443,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
21,planet,6.0,881.9257202148438,73.49381256103516,73.80039978027344,10.0,0.7539822368615503,0.0,2396.0,519.5,"(255, 0, 0)",hs-1995-45-a-full_tif.tif
21,galaxy,3241.5,290693.65625,85.39766693115234,173.30650329589844,349.09545278549194,0.3342469909625086,0.765057948240768,2374.241297753098,510.3354414108694,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
22,planet,33.0,5253.0380859375,116.73417663574219,120.29859924316406,23.656854152679443,0.7409856868794112,0.8486656469616345,2397.090909090909,1025.6313131313132,"(255, 0, 0)",hs-1995-45-a-full_tif.tif
22,galaxy,6484.5,916098.8125,136.62921142578125,177.18519592285156,468.4091612100601,0.371394610916296,0.7852312879446766,2392.1750327704526,1054.2498265093686,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
22,star,14.0,2893.68603515625,115.74744415283203,119.30770111083984,20.82842707633972,0.4055318338118025,0.9449027686708094,2352.845238095238,931.0357142857142,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
22,comet,89.5,13376.30859375,116.31572723388672,123.4490966796875,52.72792184352875,0.4045307964651411,0.41145064931758873,2354.854748603352,870.8137802607076,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
23,star,8.0,2397.90380859375,159.86026000976562,161.78379821777344,12.0,0.6981317007977318,0.0,2484.0,1237.0,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
23,comet,239.0,45802.87109375,162.99954223632812,169.57650756835938,91.94112491607666,0.3552942170396746,0.9387238542393026,2480.8165969316597,1213.8256624825663,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
23,comet,50.0,10523.283203125,159.4436798095703,160.93280029296875,34.14213526248932,0.5390120958587062,0.809746078451631,2425.0666666666666,1109.1333333333334,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
23,comet,91.5,18528.74609375,159.73057556152344,162.66600036621094,51.55634891986847,0.43258021250957013,0.8512412789709717,2412.0765027322404,1099.7650273224044,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
23,comet,58.5,12195.9892578125,160.47354125976562,163.539306640625,35.899494767189026,0.5704125300992812,0.39370908804263505,2397.7635327635326,1116.985754985755,"(0, 255, 0)",hs-1995-45-a-full_tif.tif
23,galaxy,2845.5,506624.625,167.09255981445312,186.18429565429688,409.52185893058777,0.21321329318755916,0.877454935752431,2369.291278627072,1144.6062203479178,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
24,star,16.5,3620.135009765625,144.80540466308594,254.97450256347656,16.242640614509583,0.7859239759138743,0.622713912470812,2726.4646464646466,1693.7272727272727,"(0, 255, 255)",hs-1995-45-a-full_tif.tif
25,galaxy,3804.0,155616.75,39.20804977416992,49.05080032348633,354.5096662044525,0.38035944902833874,0.9013141108425609,2371.2906589554855,2248.449789695058,"(0, 0, 255)",hs-1995-45-a-full_tif.tif
